Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
54,JP Vandenbroucke,The history of confounding,2002,Sozial-und Präventivmedizin,Springer,https://link.springer.com/article/10.1007/BF01326402,"https://scholar.google.com/scholar?cites=15839194097257145933&as_sdt=40005&sciodt=0,10&hl=en",69,2/3/2022 11:43,,10.1007/BF01326402,,,,,,,54,2.7,54,1,20,"Confounding is a basic problem of comparability-and therefore has always been present in science. Originally a plain English word, it acquired more specific meanings in epidemiologic thinking about experimental and non-experimental research. The use of the …",http://www.medicine.mcgill.ca/epidemiology/hanley/c609/Material/Vandenbroucke_Soz_Praventivmed_2002.pdf,"https://scholar.google.com/scholar?q=related:TeZ5nxwf0NsJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
53,K Dean,The role of methods in maintaining orthodox beliefs in health research,2004,Social science & medicine,Elsevier,https://www.sciencedirect.com/science/article/pii/S0277953603002193,"https://scholar.google.com/scholar?cites=1405560082089336037&as_sdt=40005&sciodt=0,10&hl=en",70,2/3/2022 11:43,,,,,,,,,53,2.94,53,1,18,Views about correct ways of obtaining knowledge develop from socially constructed tenets and beliefs. The dominant beliefs about how health research should be conducted are derived from the biomedical model of human health. The beliefs are maintained by traditions …,http://www.brown.uk.com/teaching/HEST5001/dean.pdf,"https://scholar.google.com/scholar?q=related:5Vxnm3KNgRMJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
50,"AS Relman, M Angell",Resolved: Psychosocial interventions can improve clinical outcomes in organic disease (con),2002,Psychosomatic Medicine,journals.lww.com,https://journals.lww.com/psychosomaticmedicine/Fulltext/2002/07000/Resolved__Psychosocial_Interventions_Can_Improve.3.aspx,"https://scholar.google.com/scholar?cites=10288432881710722407&as_sdt=40005&sciodt=0,10&hl=en",71,2/3/2022 11:43,,,,,,,,,50,2.5,25,2,20,"Ladies and gentleman, Dr. Angell and I are not interested in a general debate about the “mind-body connection.” Mind is obviously a function of the brain and brain is obviously an integral part of the body. The interactions among brain, mind, and body are numerous and …",,"https://scholar.google.com/scholar?q=related:Z-3QCTLbx44J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
50,R Millikan,The changing face of epidemiology in the genomics era,2002,Epidemiology,journals.lww.com,https://journals.lww.com/epidem/fulltext/2002/07000/the_changing_face_of_epidemiology_in_the_genomics.17.aspx,"https://scholar.google.com/scholar?cites=10356438583260593799&as_sdt=40005&sciodt=0,10&hl=en",72,2/3/2022 11:43,,,,,,,,,50,2.5,50,1,20,"The year 2001 marked the first publication of draft sequences of the human genome. 1–3 When finalized, the DNA sequence will provide a blueprint for the location and structure of all human genes. Epidemiologists and geneticists plan to use the human genome as a …",,"https://scholar.google.com/scholar?q=related:h75lTQV2uY8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
48,SH Moolgavkar,A review and critique of the EPA's rationale for a fine particle standard,2005,Regulatory Toxicology and Pharmacology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0273230005000255,"https://scholar.google.com/scholar?cites=6437730914151447578&as_sdt=40005&sciodt=0,10&hl=en",73,2/3/2022 11:43,,,,,,,,,48,2.82,48,1,17,"I review the rationale for the Environmental Protection Agency's 1996 fine particle standard, which was based almost entirely on the epidemiological data with neither support from Toxicology nor understanding of mechanism. While many epidemiological papers available …",,"https://scholar.google.com/scholar?q=related:GjyMaShqV1kJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
45,TC Erren,Does light cause internal cancers?-The problem and challenge of an ubiquitous exposure,2002,Neuroendocrinology Letters,nel.edu,https://www.nel.edu/userfiles/articlesnew/NEL230802A05.pdf,"https://scholar.google.com/scholar?cites=3765279535973401457&as_sdt=40005&sciodt=0,10&hl=en",74,2/3/2022 11:43,PDF,,,,,,,,45,2.25,45,1,20,"Visible light of sufficient intensity and duration inhibits melatonin biosynthesis, and experimental studies suggest that melatonin may protect against cancer. From a public health point of view it is important to verify or falsify the hypothesis that artificial light–or even …",https://www.nel.edu/userfiles/articlesnew/NEL230802A05.pdf,"https://scholar.google.com/scholar?q=related:cQO-5cn1QDQJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
44,NE Breslow,Are statistical contributions to medicine undervalued?,2003,Biometrics,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/1541-0420.00001,"https://scholar.google.com/scholar?cites=17437917097630353816&as_sdt=40005&sciodt=0,10&hl=en",75,2/3/2022 11:43,,10.1111/1541-0420.00001,,,,,,,44,2.32,44,1,19,Econometricians Daniel McFadden and James Heckman won the 2000 Nobel Prize in economics for their work on discrete choice models and selection bias. Statisticians and epidemiologists have made similar contributions to medicine with their work on case?control …,http://www.med.mcgill.ca/epidemiology/hanley/bios602/CondnlLogisticRegrn/BreslowStatContributionsUnderestimated.pdf,"https://scholar.google.com/scholar?q=related:mMn30jXt__EJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
44,BGM Durie,The epidemiology of multiple myeloma,2001,Seminars in hematology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0037196301900873,"https://scholar.google.com/scholar?cites=16083059777714982760&as_sdt=40005&sciodt=0,10&hl=en",76,2/3/2022 11:43,,,,,,,,,44,2.1,44,1,21,"Increases in the incidence of multiple myeloma during this past century implicate environmental factors as important causal agents. The molecular and cytogenetic alterations in multiple myeloma are under investigation, but the precise causes of these abnormalities …",,"https://scholar.google.com/scholar?q=related:aA8T-KeBMt8J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
255,"MC Schneider, C Castillo-Salgado, ...",Métodos de medición de las desigualdades de salud,2002,… de salud pública,SciELO Public Health,https://www.scielosp.org/article/rpsp/2002.v12n6/398-414/es/,"https://scholar.google.com/scholar?cites=729528357213342642&as_sdt=40005&sciodt=0,10&hl=en",77,2/3/2022 11:43,HTML,,,,,,,,255,12.75,85,3,20,"La medición de las desigualdades en el campo de la salud es una condición indispensable para avanzar en la mejoría de la situación de salud de la Región, donde el análisis de los valores medios ha dejado de ser suficiente. Este tipo de análisis es una herramienta …",https://www.scielosp.org/article/rpsp/2002.v12n6/398-414/es/,"https://scholar.google.com/scholar?q=related:sotG-SzOHwoJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
41,"G Ravel, M Christ, F Horand, J Descotes","Autoimmunity, environmental exposure and vaccination: is there a link?",2004,Toxicology,Elsevier,https://www.sciencedirect.com/science/article/pii/S0300483X03004724,"https://scholar.google.com/scholar?cites=11442439084924196862&as_sdt=40005&sciodt=0,10&hl=en",78,2/3/2022 11:43,,,,,,,,,41,2.28,10,4,18,"Although the wide clinical experience shows that vaccines are generally safe, concern has been expressed for a causal link between vaccines and autoimmune diseases. Even though the mechanisms of autoimmunity are ill-elucidated, the role of pre-existing risk factors …",,"https://scholar.google.com/scholar?q=related:_tfzHLm1y54J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
39,"J Ozanne-Smith, L Day, V Stathakis, ...",Controlled evaluation of a community based injury prevention program in Australia,2002,Injury …,injuryprevention.bmj.com,https://injuryprevention.bmj.com/content/8/1/18.short,"https://scholar.google.com/scholar?cites=15419073104618674976&as_sdt=40005&sciodt=0,10&hl=en",79,2/3/2022 11:43,,,,,,,,,39,1.95,10,4,20,"Objective: To evaluate the effects of a community based, all age, all injury prevention program, the Safe Living Program, on injury risk and injury rates. Design: A quasiexperimental population based evaluation using an intervention and comparison …",https://injuryprevention.bmj.com/content/injuryprev/8/1/18.full.pdf,"https://scholar.google.com/scholar?q=related:IFuTfkuN-9UJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
35,"M Atkinson, EAM Gale","Infant diets and type 1 diabetes: too early, too late, or just too complicated?",2003,JAMA,jamanetwork.com,https://jamanetwork.com/journals/jama/article-abstract/197368,"https://scholar.google.com/scholar?cites=15833032973542444042&as_sdt=40005&sciodt=0,10&hl=en",80,2/3/2022 11:43,,,,,,,,,35,1.84,18,2,19,"Edwin AM Gale, MD IMPORTANT QUESTIONS ABOUT TYPE 1 DIABETES MELLITUS (DM) remain unanswered, but few have been more per-plexing, more exhausting, and perhaps even more unproductive than the issue of what causes the disease. 1-4 While geneticists …",,"https://scholar.google.com/scholar?q=related:CkwLOZo7utsJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
35,"T Aldrich, T Sinks",Things to know and do about cancer clusters,2002,Cancer investigation,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1081/CNV-120003546,"https://scholar.google.com/scholar?cites=2450355609113206022&as_sdt=40005&sciodt=0,10&hl=en",81,2/3/2022 11:43,,10.1081/CNV-120003546,,,,,,,35,1.75,18,2,20,"Perceived cancer clusters present difficulties and opportunities for clinicians and public health officials alike. Public health officials receive reports of perceived cancer clusters, evaluate the validity of these reports, and/or launch investigations to identify potential …",,"https://scholar.google.com/scholar?q=related:Bh2UpnFpASIJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
35,PC Gotzsche,Commentary: Medicalisation of risk factors.,2002,BMJ: British Medical Journal: International Edition,elibrary.ru,https://elibrary.ru/item.asp?id=4419220,"https://scholar.google.com/scholar?cites=10015596445201122237&as_sdt=40005&sciodt=0,10&hl=en",82,2/3/2022 11:43,,,,,,,,,35,1.75,35,1,20,Discusses how risk factors for disease are treated like serious medical problems by some physicians. Consideration of the reliability of studies of risk; Way that perceptions of risk may lead to public anxiety and negative changes in life style; Discussion of cancer screening …,,"https://scholar.google.com/scholar?q=related:vcPg6eaL_ooJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
35,"HU Wittchen, P Krause, M Höfler, H Pfister, ...","Aim, design and methods of the"" Hypertension and diabetes screening and awareness""--(HYDRA) study",2003,Fortschritte der …,europepmc.org,https://europepmc.org/article/med/14732944,"https://scholar.google.com/scholar?cites=10229762490009289179&as_sdt=40005&sciodt=0,10&hl=en",83,2/3/2022 11:43,,,,,,,,,35,1.84,7,5,19,Aim of the study is a comprehensive clinical-epidemiological description of the prevalence of arterial hypertension and diabetes among primary care patients along with an assessment of doctor's recognition rates and prescription behaviour. The paper describes methods and …,,"https://scholar.google.com/scholar?q=related:24Ge-chq940J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
34,P Brennan,Commentary: Mendelian randomization and gene–environment interaction,2004,International Journal of Epidemiology,academic.oup.com,https://academic.oup.com/ije/article-abstract/33/1/17/668196,"https://scholar.google.com/scholar?cites=7877780491956685889&as_sdt=40005&sciodt=0,10&hl=en",84,2/3/2022 11:43,,,,,,,,,34,1.89,34,1,18,"1 Katan MB. Apolipoprotein E isoforms, serum cholesterol, and cancer. Lancet 1986; i: 507–08. Reprinted Int J Epidemiol 2003; 32: xx–xxx. 2 Youngman LD, Keavney BD, Palmer A et al. Plasma fibrinogen and fibrinogen genotypes in 4685 cases of myocardial infarction and …",https://academic.oup.com/ije/article-pdf/33/1/17/1939855/dyh033.pdf,"https://scholar.google.com/scholar?q=related:QYyUgZ5_U20J:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
34,MA MacDonald,From miasma to fractals: the epidemiology revolution and public health nursing,2004,Public Health Nursing,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/j.0737-1209.2004.21412.x,"https://scholar.google.com/scholar?cites=12033447615706477441&as_sdt=40005&sciodt=0,10&hl=en",85,2/3/2022 11:43,,10.1111/j.0737-1209.2004.21412.x,,,,,,,34,1.89,34,1,18,"If public health nursing is truly a synthesis of public health science and nursing science, then nurses must keep track of current developments in public health science. Unfortunately, the public health nursing literature has not kept pace with revolutionary developments in …",https://www.researchgate.net/profile/Marjorie-Macdonald/publication/8448436_From_Miasma_to_Fractals_The_Epidemiology_Revolution_and_Public_Health_Nursing/links/5b8e98c2a6fdcc1ddd0e859e/From-Miasma-to-Fractals-The-Epidemiology-Revolution-and-Public-Health-Nursing.pdf,"https://scholar.google.com/scholar?q=related:gbN0vdlk_6YJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
33,RW Miller,"How environmental hazards in childhood have been discovered: carcinogens, teratogens, neurotoxicants, and others",2004,Pediatrics,publications.aap.org,https://www.publications.aap.org/pediatrics/article-split/113/Supplement_3/945/66809/How-Environmental-Hazards-in-Childhood-Have-Been,"https://scholar.google.com/scholar?cites=11276195000081386066&as_sdt=40005&sciodt=0,10&hl=en",86,2/3/2022 11:43,,,,,,,,,33,1.83,33,1,18,"Review of the literature reveals that environmental hazards cause adverse health effects that include sterility, infertility, embryotoxicity, low birth weight, skin lesions, neurodevelopmental defects, immunologic disorders, cancer, and fear of late effects. They have been identified …",,"https://scholar.google.com/scholar?q=related:Ugrj1ZsXfZwJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
165,LC Thuler,Considerações sobre a prevenção do câncer de mama feminino,2003,Revista brasileira de cancerologia,rbc.inca.gov.br,https://rbc.inca.gov.br/revista/index.php/revista/article/view/2076,"https://scholar.google.com/scholar?cites=2816856406732081690&as_sdt=40005&sciodt=0,10&hl=en",87,2/3/2022 11:43,,,,,,,,,165,8.68,165,1,19,O controle de câncer de mama deve priorizar a prevenção e a detecção precoce. A prevenção não deve focalizar apenas os fatores de risco associados ao câncer de mama mas também os fatores de proteção. Alguns fatores que aumentam o risco de desenvolver …,https://rbc.inca.gov.br/revista/index.php/revista/article/download/2076/1291,"https://scholar.google.com/scholar?q=related:GoqMQvp7FycJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
32,AZ Bluming,Hormone replacement therapy,2004,Geriatrics,researchgate.net,https://www.researchgate.net/profile/Avrum-Bluming/publication/8115573_Hormone_replacement_therapy_The_debate_should_continue/links/5968dfabaca2728ca67bfc7c/Hormone-replacement-therapy-The-debate-should-continue.pdf,"https://scholar.google.com/scholar?cites=15781920539318361506&as_sdt=40005&sciodt=0,10&hl=en",88,2/3/2022 11:43,PDF,,,,,,,,32,1.78,32,1,18,"The absolute difference between these populations is only 1%. For every 100 people who suck sugar, 1 additional person will develop cavities (in addition to the 2 who will develop cavities even without sucking sugar). Not a particularly frightening risk if you enjoy sucking …",https://www.researchgate.net/profile/Avrum-Bluming/publication/8115573_Hormone_replacement_therapy_The_debate_should_continue/links/5968dfabaca2728ca67bfc7c/Hormone-replacement-therapy-The-debate-should-continue.pdf,"https://scholar.google.com/scholar?q=related:oh2DQx2lBNsJ:scholar.google.com/&scioq=&hl=en&as_sdt=40005&sciodt=0,10&as_ylo=2001&as_yhi=2006"
